"css-1hqkluu href","css-xlzvdl src","css-19v1rkv","css-abnp9g href","css-11bijt4","css-1l0s6bn","css-qgunke","css-16lklrv","css-1idmmu3","css-1idmmu3 href","raw__09f24__T4Ezm","raw__09f24__T4Ezm 2","css-d9duqb href","css-gutk1c","css-1idmmu3 href 2","css-8xcil9","css-abnp9g href 2","css-11bijt4 2","platformSearchAction__09f24__PNDZS href","css-1enow5j","css-1egxyvc","css-1egxyvc 2","raw__09f24__T4Ezm 3","priceRange__09f24__mmOuH","css-abnp9g href 3","css-11bijt4 3","css-chan6m"
"https://www.yelp.com/biz/l-amourette-chocolat-san-francisco?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/izbBMqfgIYllK-E9foMv9g/348s.jpg","L’Amourette Chocolat","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","Open","until 7:00 PM","“Lovely little  with all local handcrafted chocolates. Very low prices considering the...”","more","https://www.yelp.com/biz/l-amourette-chocolat-san-francisco?hrid=NZrVj8QQQnlapzur-VkpKg&osq=Chocolatiers+%26+Shops","Delivery","","https://www.yelp.com/biz/l-amourette-chocolat-san-francisco?hrid=NZrVj8QQQnlapzur-VkpKg&osq=Chocolatiers+%26+Shops","4.8","https://www.yelp.com/biz/l-amourette-chocolat-san-francisco?hrid=NZrVj8QQQnlapzur-VkpKg&osq=Chocolatiers+%26+Shops","(13 reviews)","","","","","69.","chocolate shop","","","","","Pacific Heights"
"https://www.yelp.com/biz/angs-special-touch-san-lorenzo?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/ucyDANCSKgnNq08Or2aLxA/348s.jpg","AnG’s Special Touch","https://www.yelp.com/search?find_desc=Candy+Stores&find_loc=Hayward%2C+CA","Candy Stores","Open","until Midnight","“Beautiful 18K theme displayed. She brought all 10 kinds of  I requested.”","more","https://www.yelp.com/biz/angs-special-touch-san-lorenzo?hrid=Qp4RnBrdvhCqPbFbyHSUeA&osq=Chocolatiers+%26+Shops","","","https://www.yelp.com/biz/angs-special-touch-san-lorenzo?hrid=Qp4RnBrdvhCqPbFbyHSUeA&osq=Chocolatiers+%26+Shops","5.0","https://www.yelp.com/biz/angs-special-touch-san-lorenzo?hrid=Qp4RnBrdvhCqPbFbyHSUeA&osq=Chocolatiers+%26+Shops","(1 review)","https://www.yelp.com/search?find_desc=Caterers&find_loc=Hayward%2C+CA","Caterers","","","70.","candies","","$","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops",""
"https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cheesecake-factory-pleasanton-3&request_id=312af932679f42c0&signature=20781cdfa0e17c0d71abed87a8571b491f3819789a610bb32a3851d907edc070&slot=0","https://s3-media0.fl.yelpcdn.com/bphoto/irA1x9tT6Q7rXGcHvHLu7g/ls.jpg","The Cheesecake Factory","https://www.yelp.com/search?find_desc=American+%28Traditional%29&find_loc=Hayward%2C+CA","American (Traditional)","Open","until 10:00 PM","“Get access to reservations, complimentary slices, and surprise & delight rewards throughout the year by joining Cheesecake Rewards™! With no points to track, why wouldn't you sign…”","more","https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=read_more&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cheesecake-factory-pleasanton-3&request_id=312af932679f42c0&signature=20781cdfa0e17c0d71abed87a8571b491f3819789a610bb32a3851d907edc070&slot=0","Outdoor seating","Delivery","","","","","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts","https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=search_results_visit_website&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1698269551%26s%3Dd9c1acb2a58992336e01f1dc3398a24f9138854510c106a08a01160aa2ee4d21%26src_bizid%3DF2jUQGHd9XnBmLWC2JRBaA%26url%3Dhttps%253A%252F%252Fwww.thecheesecakefactory.com%252Flocations%253Futm_source%253DNATL%2526utm_medium%253DYELP%2526utm_content%253DSEARCHAD%2526utm_campaign%253DYELP_NATL_SEARCHAD%26website_link_type%3Dwebsite&request_id=312af932679f42c0&signature=8c9b164c89fe1d6c34a4c9b55bbe9efcccae979081d28b0ab2814d54ea73956e&slot=0","View Website","","","Takeout","","https://www.yelp.com/search?find_desc=Breakfast+%26+Brunch&find_loc=Hayward%2C+CA","Breakfast & Brunch",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","7 of 24"
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Affordable Chocolatiers Shops,","https://www.yelp.com/search?find_desc=&find_loc=San+Francisco%2C+CA","","","","","https://www.yelp.com/search?find_desc=&find_loc=Hayward%2C+CA","","","","","","","","","","","",""
"https://www.yelp.com/adredir?ad_business_id=6mFGgRIfewCZ8zM_XxvF0Q&campaign_id=NjgXU8orjJcPd3UPc6Yg_Q&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftea-moment-fremont-2&request_id=de045ebfc70f9d0c&signature=1f62dba8077b5759af2fedef77c0196950a2086b9f689395daf3d057373f97fa&slot=0","https://s3-media0.fl.yelpcdn.com/bphoto/HEYXkJNwofmVRFvxpAnSMQ/348s.jpg","Tea Moment","https://www.yelp.com/search?find_desc=Candy+Stores&find_loc=Hayward%2C+CA","Candy Stores","Open","until 9:30 PM","“I came here with my brother one day and thought the interior of this place was solid! There are arcade games, claw machines, and a mini snack and candy stand inside a mini truck! I…”","more","https://www.yelp.com/adredir?ad_business_id=6mFGgRIfewCZ8zM_XxvF0Q&campaign_id=NjgXU8orjJcPd3UPc6Yg_Q&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftea-moment-fremont-2%3Fhrid%3DG283oov8Mkpn3dEkyIhRaQ&request_id=de045ebfc70f9d0c&signature=f30d5e8c13ac0f0d4eea933dd82e971618f70a0c450c8e9e66dbd6ed688770fe&slot=0","Outdoor seating","Delivery","https://www.yelp.com/adredir?ad_business_id=6mFGgRIfewCZ8zM_XxvF0Q&campaign_id=NjgXU8orjJcPd3UPc6Yg_Q&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftea-moment-fremont-2%3Fhrid%3DG283oov8Mkpn3dEkyIhRaQ&request_id=de045ebfc70f9d0c&signature=f30d5e8c13ac0f0d4eea933dd82e971618f70a0c450c8e9e66dbd6ed688770fe&slot=0","4.3","https://www.yelp.com/adredir?ad_business_id=6mFGgRIfewCZ8zM_XxvF0Q&campaign_id=NjgXU8orjJcPd3UPc6Yg_Q&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftea-moment-fremont-2%3Fhrid%3DG283oov8Mkpn3dEkyIhRaQ&request_id=de045ebfc70f9d0c&signature=f30d5e8c13ac0f0d4eea933dd82e971618f70a0c450c8e9e66dbd6ed688770fe&slot=0","(135 reviews)","https://www.yelp.com/search?find_desc=Bubble+Tea&find_loc=Hayward%2C+CA","Bubble Tea","https://www.yelp.com/adredir?ad_business_id=6mFGgRIfewCZ8zM_XxvF0Q&click_origin=search_results_platform&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftea-moment-fremont-2%3Fshow_platform_modal%3DTrue&request_id=de045ebfc70f9d0c&signature=56aff3c8513e2d9d2b57b559717c2f7f2e9135701600748f866abcba0c449a21&slot=0","Start Order","","","Takeout","","https://www.yelp.com/search?find_desc=Coffee+%26+Tea&find_loc=Hayward%2C+CA","Coffee & Tea",""
"https://www.yelp.com/adredir?ad_business_id=eNOCJ5hJfHFu7zXiYw5fiQ&campaign_id=KAiSSl3wLOe2IcMGUjlbcA&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsees-candies-fremont-2&request_id=de045ebfc70f9d0c&signature=5bb23d03387b98cca93ad3f972d816d675a0dd3e7b37f6abf87c73f444058b54&slot=1","https://s3-media0.fl.yelpcdn.com/bphoto/0-jq5IruQGTDZzlj0EMVbw/348s.jpg","See’s Candies","https://www.yelp.com/search?find_desc=Gift+Shops&find_loc=Hayward%2C+CA","Gift Shops","Open","until 7:00 PM","“O-Me-Gawd I just came it to grab a a pound of Butter Scotch and she was like the sweetest lady ever!! She suggest to make it $21 so I can get $4 off! And she asked if I wanted a…”","more","https://www.yelp.com/adredir?ad_business_id=eNOCJ5hJfHFu7zXiYw5fiQ&campaign_id=KAiSSl3wLOe2IcMGUjlbcA&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsees-candies-fremont-2%3Fhrid%3D5N8NkIEObayzgX6xyeqSWg&request_id=de045ebfc70f9d0c&signature=b1c783d245f449d223e4cd576192649eb636e1ea3441b82c34eb1ed019871d2d&slot=1","Delivery","Takeout","https://www.yelp.com/adredir?ad_business_id=eNOCJ5hJfHFu7zXiYw5fiQ&campaign_id=KAiSSl3wLOe2IcMGUjlbcA&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsees-candies-fremont-2%3Fhrid%3D5N8NkIEObayzgX6xyeqSWg&request_id=de045ebfc70f9d0c&signature=b1c783d245f449d223e4cd576192649eb636e1ea3441b82c34eb1ed019871d2d&slot=1","3.8","https://www.yelp.com/adredir?ad_business_id=eNOCJ5hJfHFu7zXiYw5fiQ&campaign_id=KAiSSl3wLOe2IcMGUjlbcA&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fsees-candies-fremont-2%3Fhrid%3D5N8NkIEObayzgX6xyeqSWg&request_id=de045ebfc70f9d0c&signature=b1c783d245f449d223e4cd576192649eb636e1ea3441b82c34eb1ed019871d2d&slot=1","(69 reviews)","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","https://www.yelp.com/adredir?ad_business_id=eNOCJ5hJfHFu7zXiYw5fiQ&click_origin=search_results_direction&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fmap%2Fsees-candies-fremont-2&request_id=de045ebfc70f9d0c&signature=e401615dadd154c2cded605e1aa84e808708a10014b8b6cffca8b350ad307527&slot=1","Get Directions","","","","","","",""
"https://www.yelp.com/biz/royce-san-jose-san-jose?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/GNoCbZp3fgwkBTM_Pv1MfQ/348s.jpg","ROYCE’ San Jose","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","Open","until 7:00 PM","“A small  in the middle of West Valley. Although the samples are displayed inside the...”","more","https://www.yelp.com/biz/royce-san-jose-san-jose?hrid=kGSUNrRfv4mzEYZdg3YNEA&osq=Chocolatiers+%26+Shops","Delivery","Takeout","https://www.yelp.com/biz/royce-san-jose-san-jose?hrid=kGSUNrRfv4mzEYZdg3YNEA&osq=Chocolatiers+%26+Shops","4.7","https://www.yelp.com/biz/royce-san-jose-san-jose?hrid=kGSUNrRfv4mzEYZdg3YNEA&osq=Chocolatiers+%26+Shops","(10 reviews)","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts","","","71.","chocolate shop","","","https://www.yelp.com/search?find_desc=Candy+Stores&find_loc=Hayward%2C+CA","Candy Stores","West San Jose"
"https://www.yelp.com/biz/sixth-course-san-francisco?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/iAXA61bFjEfzx0yToykZ9A/348s.jpg","Sixth Course","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts","","until 1:00 PM tomorrow","“I love the cozy ambiance in the shop and all the knowledgeable .”","more","https://www.yelp.com/biz/sixth-course-san-francisco?hrid=KjSnC6BUipCkY4jtPhOWRQ&osq=Chocolatiers+%26+Shops","Delivery","Takeout","https://www.yelp.com/biz/sixth-course-san-francisco?hrid=KjSnC6BUipCkY4jtPhOWRQ&osq=Chocolatiers+%26+Shops","4.5","https://www.yelp.com/biz/sixth-course-san-francisco?hrid=KjSnC6BUipCkY4jtPhOWRQ&osq=Chocolatiers+%26+Shops","(401 reviews)","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","","","72.","chocolatiers","Curbside Pickup","$$","https://www.yelp.com/search?find_desc=Gelato&find_loc=Hayward%2C+CA","Gelato","Mission"
"https://www.yelp.com/biz/acqua-e-farina-hayward?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/_4wVZRiSXlevbXRl6ufxBA/348s.jpg","Acqua e Farina","https://www.yelp.com/search?find_desc=Italian&find_loc=Hayward%2C+CA","Italian","Open","until 8:00 PM","“Creme Brulee and some type of  dish. FABULOUS !!”","more","https://www.yelp.com/biz/acqua-e-farina-hayward?hrid=PlgLvBw0FuFJN6V3M-NHAw&osq=Chocolatiers+%26+Shops","Outdoor seating","Delivery","https://www.yelp.com/biz/acqua-e-farina-hayward?hrid=PlgLvBw0FuFJN6V3M-NHAw&osq=Chocolatiers+%26+Shops","4.3","https://www.yelp.com/biz/acqua-e-farina-hayward?hrid=PlgLvBw0FuFJN6V3M-NHAw&osq=Chocolatiers+%26+Shops","(1.3k reviews)","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts","","","73.","chocolaty","Takeout","$$","https://www.yelp.com/search?find_desc=Cocktail+Bars&find_loc=Hayward%2C+CA","Cocktail Bars",""
"https://www.yelp.com/biz/chocvault-hayward?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/ueslhiUUXvzvaAiMb_6Byg/348s.jpg","Chocvault","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","","","","","","","","","","","","","","","","74.","","","","","",""
"https://www.yelp.com/biz/kidding-around-with-chocolate-redwood-city?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png","Kidding around with chocolate","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","","","“I'm a huge  connoisseur, and I'm also picky about which goat milk products I like, but this...”","more","https://www.yelp.com/biz/kidding-around-with-chocolate-redwood-city?hrid=fqxsqF_MTyTd3wB12_xsIg&osq=Chocolatiers+%26+Shops","","","https://www.yelp.com/biz/kidding-around-with-chocolate-redwood-city?hrid=fqxsqF_MTyTd3wB12_xsIg&osq=Chocolatiers+%26+Shops","4.3","https://www.yelp.com/biz/kidding-around-with-chocolate-redwood-city?hrid=fqxsqF_MTyTd3wB12_xsIg&osq=Chocolatiers+%26+Shops","(3 reviews)","https://www.yelp.com/search?find_desc=Farmers+Market&find_loc=Hayward%2C+CA","Farmers Market","","","75.","chocolate","","","https://www.yelp.com/search?find_desc=Food+Stands&find_loc=Hayward%2C+CA","Food Stands",""
"https://www.yelp.com/biz/beard-papas-sweets-cafe-san-mateo?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/-te3dV9GnAHUruKp4L6yiA/348s.jpg","Beard Papa’s Sweets Cafe","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts","Open","until 8:00 PM","“The chocolate filling had a little funny taste and wasn't  enough.”","more","https://www.yelp.com/biz/beard-papas-sweets-cafe-san-mateo?hrid=_XBnYOX0YPKz8Xkh9bGVrQ&osq=Chocolatiers+%26+Shops","Delivery","Takeout","https://www.yelp.com/biz/beard-papas-sweets-cafe-san-mateo?hrid=_XBnYOX0YPKz8Xkh9bGVrQ&osq=Chocolatiers+%26+Shops","3.9","https://www.yelp.com/biz/beard-papas-sweets-cafe-san-mateo?hrid=_XBnYOX0YPKz8Xkh9bGVrQ&osq=Chocolatiers+%26+Shops","(404 reviews)","","","https://www.yelp.com/biz/rN0rNPkavJ11zvIaSzHxvQ?show_platform_modal=True","Start Order","76.","chocolaty","","$$","","",""
"https://www.yelp.com/biz/z-cioccolato-san-francisco?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/jyasMdJJe49zUeX4Mo64fg/348s.jpg","Z Cioccolato","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","Open","until 8:00 PM","“It was fun and interactive and we all felt like  when we were done.”","more","https://www.yelp.com/biz/z-cioccolato-san-francisco?hrid=2hYUNH2JLUS9tKU9lkpswQ&osq=Chocolatiers+%26+Shops","Delivery","Takeout","https://www.yelp.com/biz/z-cioccolato-san-francisco?hrid=2hYUNH2JLUS9tKU9lkpswQ&osq=Chocolatiers+%26+Shops","4.4","https://www.yelp.com/biz/z-cioccolato-san-francisco?hrid=2hYUNH2JLUS9tKU9lkpswQ&osq=Chocolatiers+%26+Shops","(528 reviews)","https://www.yelp.com/search?find_desc=Cooking+Classes&find_loc=Hayward%2C+CA","Cooking Classes","https://www.yelp.com/biz/ARHTBmK_uh8t-hBduc1r2Q?show_platform_modal=True","Start Order","77.","chocolatiers","Curbside Pickup","$","","","North Beach/Telegraph Hill"
"https://www.yelp.com/biz/coracao-confections-oakland?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/yP1UTubCV9aDddRX8HZqRA/348s.jpg","Coracao Confections","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","","until Saturday","“And, there are very few dedicated non-dairy chocolate producers/  around.”","more","https://www.yelp.com/biz/coracao-confections-oakland?hrid=9q87hxUyLs60Ha9G6A46aQ&osq=Chocolatiers+%26+Shops","Delivery","Takeout","https://www.yelp.com/biz/coracao-confections-oakland?hrid=9q87hxUyLs60Ha9G6A46aQ&osq=Chocolatiers+%26+Shops","4.7","https://www.yelp.com/biz/coracao-confections-oakland?hrid=9q87hxUyLs60Ha9G6A46aQ&osq=Chocolatiers+%26+Shops","(41 reviews)","","","","","78.","chocolatiers","Curbside Pickup","$$$","","","Downtown Berkeley"
"https://www.yelp.com/biz/ocho-confections-lafayette?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/ec91c6e75078/assets/img/default_avatars/business_medium_square.png","OCHO Confections","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","","","“The company uses Fair Trade , is gluten free, organic and uses cane sugar.”","more","https://www.yelp.com/biz/ocho-confections-lafayette?hrid=cGCJNNy_jTr59iV0FPSiww&osq=Chocolatiers+%26+Shops","","","https://www.yelp.com/biz/ocho-confections-lafayette?hrid=cGCJNNy_jTr59iV0FPSiww&osq=Chocolatiers+%26+Shops","5.0","https://www.yelp.com/biz/ocho-confections-lafayette?hrid=cGCJNNy_jTr59iV0FPSiww&osq=Chocolatiers+%26+Shops","(2 reviews)","","","","","79.","chocolate","","","","",""
"https://www.yelp.com/biz/xox-truffles-san-francisco?osq=Chocolatiers+%26+Shops","https://s3-media0.fl.yelpcdn.com/bphoto/PHCXkcyzn7Bk9xHGPY0QqQ/348s.jpg","XOX Truffles","https://www.yelp.com/search?find_desc=Chocolatiers+%26+Shops&find_loc=Hayward%2C+CA","Chocolatiers & Shops","Open","until 7:00 PM","“at names like Vosges, Maison, Payard, and Ricard and many of the  to be fair were...”","more","https://www.yelp.com/biz/xox-truffles-san-francisco?hrid=S1l4ThJhX2VKwYLURMFotw&osq=Chocolatiers+%26+Shops","Outdoor seating","Takeout","https://www.yelp.com/biz/xox-truffles-san-francisco?hrid=S1l4ThJhX2VKwYLURMFotw&osq=Chocolatiers+%26+Shops","4.7","https://www.yelp.com/biz/xox-truffles-san-francisco?hrid=S1l4ThJhX2VKwYLURMFotw&osq=Chocolatiers+%26+Shops","(687 reviews)","https://www.yelp.com/search?find_desc=Coffee+%26+Tea&find_loc=Hayward%2C+CA","Coffee & Tea","","","80.","chocolatiers","","$$","","","Russian Hill"
"https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cheesecake-factory-pleasanton-3&request_id=de045ebfc70f9d0c&signature=b7364d6e8fd62cea9a2c43cfacb8b3b8c2896746c47cc9f0b90a43236bda9b01&slot=0","https://s3-media0.fl.yelpcdn.com/bphoto/irA1x9tT6Q7rXGcHvHLu7g/ls.jpg","The Cheesecake Factory","https://www.yelp.com/search?find_desc=American+%28Traditional%29&find_loc=Hayward%2C+CA","American (Traditional)","Open","until 10:00 PM","“Get access to reservations, complimentary slices, and surprise & delight rewards throughout the year by joining Cheesecake Rewards™! With no points to track, why wouldn't you sign…”","more","https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=read_more&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-cheesecake-factory-pleasanton-3&request_id=de045ebfc70f9d0c&signature=b7364d6e8fd62cea9a2c43cfacb8b3b8c2896746c47cc9f0b90a43236bda9b01&slot=0","Outdoor seating","Delivery","","","","","https://www.yelp.com/search?find_desc=Breakfast+%26+Brunch&find_loc=Hayward%2C+CA","Breakfast & Brunch","https://www.yelp.com/adredir?ad_business_id=F2jUQGHd9XnBmLWC2JRBaA&campaign_id=ZD_mnhNQw4XC3qONfUgO5g&click_origin=search_results_visit_website&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz_redir%3Fcachebuster%3D1698269554%26s%3D4364df4dd8aa29bf3278d7e794ff92c71b305e51ba7715b11c2cff1e3fcb11b5%26src_bizid%3DF2jUQGHd9XnBmLWC2JRBaA%26url%3Dhttps%253A%252F%252Fwww.thecheesecakefactory.com%252Flocations%253Futm_source%253DNATL%2526utm_medium%253DYELP%2526utm_content%253DSEARCHAD%2526utm_campaign%253DYELP_NATL_SEARCHAD%26website_link_type%3Dwebsite&request_id=de045ebfc70f9d0c&signature=4889c45c51646e7476c95519ec63a470e2260db3c481b8a22e767120cc31bbe2&slot=0","View Website","","","Takeout","","https://www.yelp.com/search?find_desc=Desserts&find_loc=Hayward%2C+CA","Desserts",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","8 of 24"
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","Affordable Chocolatiers Shops,","https://www.yelp.com/search?find_desc=&find_loc=San+Francisco%2C+CA","","","","","https://www.yelp.com/search?find_desc=&find_loc=Hayward%2C+CA","","","","","","","","","","","",""
"https://www.yelp.com/adredir?ad_business_id=TT3_XVcwov1WE8X0fiwD-w&campaign_id=houfRDhDvDlrvTEgV5wOEQ&click_origin=search_results&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fglobal-express-catering-concord-2&request_id=f241b594a0ba21b9&signature=51218a72db8e1c6f2fd79da9ea4f47a9ab40becb93bfccb1e562fcebccee45f8&slot=0","https://s3-media0.fl.yelpcdn.com/bphoto/UmWSmzgxWpa1ro-cf0XLUQ/348s.jpg","Global Express Catering","https://www.yelp.com/search?find_desc=Food+Trucks&find_loc=Hayward%2C+CA","Food Trucks","Open","until Midnight","“We offer many types of cuisines, since we’re a globally inspired.”","more","https://www.yelp.com/adredir?ad_business_id=TT3_XVcwov1WE8X0fiwD-w&campaign_id=houfRDhDvDlrvTEgV5wOEQ&click_origin=read_more&placement=vertical_0&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fglobal-express-catering-concord-2&request_id=f241b594a0ba21b9&signature=51218a72db8e1c6f2fd79da9ea4f47a9ab40becb93bfccb1e562fcebccee45f8&slot=0","Delivery","Takeout","","","","","","","","","","","","","","",""
